epoch,loss,val_loss
0,0.005365914703799273,0.0018534977578293578
1,0.0015203824508882274,0.0015186294050956214
2,0.0013951651589794464,0.001438373987229518
3,0.0015914317903696702,0.0014132165327024313
4,0.0012620117520417131,0.0013912557135623547
5,0.0014136320339278737,0.0013805385434678124
6,0.0012388554579391231,0.001362479234367241
7,0.0017177565191978882,0.001392217508206765
8,0.0012342669909700815,0.001357893715325145
9,0.001221969564802045,0.0013522419081081027
10,0.001219810426759966,0.0013490620882675788
11,0.001217428112927708,0.001338033497126566
12,0.0012147007117341293,0.00134144934112735
13,0.0012115817275349095,0.001336785750521094
14,0.0012081554436407765,0.0013321154696268984
15,0.0012046218331942366,0.0013272114195803434
16,0.0012012539128443275,0.001322747456818175
17,0.0011978388041361046,0.0013183608383837123
18,0.0011944424495108129,0.0013145014836257439
19,0.001191272487941601,0.001296481249830973
20,0.0011883243719859368,0.0013082094079481415
21,0.0011854059966780316,0.001305160719188459
22,0.0011829519592855345,0.0013023019095675813
23,0.0011798834804298544,0.0012991787423092273
24,0.0011774874953119504,0.001296190352374573
25,0.0011749586469957294,0.001292411706490833
26,0.0011724399242632967,0.0012896464689186326
27,0.001170074654797535,0.0012737327085715936
28,0.0011677612186513787,0.0012853039144020942
29,0.0011656842898530922,0.001282774739795261
30,0.00116334801636136,0.0012801305640971772
31,0.0011612945497934035,0.001277469815743834
32,0.0011591972804069174,0.0012747200829678295
33,0.0011572315402685466,0.0012712410074819662
34,0.0011552574028565424,0.0012687436573747776
35,0.0011534051909013246,0.0012528183172962823
36,0.0011516389262289856,0.0012649145526351568
37,0.0011499084797763,0.0012628682601599046
38,0.001148299718523617,0.0012609146860209695
39,0.001146751325981625,0.001258843499350787
40,0.0011452479511057405,0.001257098587459804
41,0.0011437754164337391,0.0012546032020408246
42,0.0011426088005439595,0.001252880240186911
43,0.0011411962112181603,0.001251343511228944
44,0.0011399843752027163,0.0012411562478698698
45,0.0011387748422224105,0.0012492253545694698
46,0.001137672340133925,0.0012476992359338904
47,0.0011364979972700456,0.0012463153035230474
48,0.0011355964963512123,0.0012448733229833988
49,0.0011346384847910672,0.0012428501791918627
50,0.0011335888436172857,0.00124169437194611
51,0.0011326203919093676,0.0012264166007186343
52,0.0011316993341133736,0.0012400211237462951
