epoch,loss,val_loss
0,0.042072616400672495,0.03576657709516125
1,0.020783451006267887,0.02214013362004433
2,0.012127725344331318,0.019843029272225168
3,0.00869104654447911,0.01605709800841632
4,0.006467392034611217,0.012409848207032975
5,0.005567659126712037,0.0058219619957661185
6,0.0048345750748014895,0.004319886584984668
7,0.004688545805591189,0.00849006022039203
8,0.004110026410432393,0.02029986294377365
9,0.004363017693729269,0.008290540334987051
10,0.00422557590810459,0.006725272382207123
11,0.003835513006718171,0.011655656471388576
12,0.0029229093062818233,0.004024735973848973
13,0.0028720095499041257,0.0035037715677861815
14,0.0027195762656490176,0.0031419139136962685
15,0.0023884267298077792,0.002643246968265301
16,0.0024243217233330225,0.0030980862671348415
17,0.0025533918451718005,0.0035326680266240863
18,0.002210065292304499,0.0026444979299457723
19,0.0022448873019151818,0.004742266173348015
20,0.0022708077501853393,0.01109844075952783
21,0.002258734186988273,0.0035262221792413864
22,0.0020796418869986105,0.003160362611927184
23,0.0024182823059900995,0.004214748952905705
24,0.0021377610175110726,0.0028923561992008746
25,0.0021746451691540794,0.003328831222506217
26,0.002214190450710813,0.0023612243864961245
27,0.0022691541845614475,0.003003430748243391
28,0.0022318121550173715,0.0037434337988357853
29,0.002369422781953432,0.003534909682693305
30,0.0020951844269441354,0.002864363238238442
31,0.002256784445136275,0.0025154659725771644
32,0.0021738231007945395,0.004647261710308584
33,0.0023187129256985075,0.004113034825243148
34,0.002057547375991055,0.0023629986911000295
35,0.0022176442330547634,0.002472473130227975
36,0.0020208263305930307,0.0024901919877501548
37,0.0020533713420539724,0.0022288884616882346
38,0.0018838706297085886,0.0030611979596914703
39,0.0019268897775625742,0.0035683194974460352
40,0.0020613969952349718,0.003995878322992796
41,0.0020312098286086417,0.0033964677253899016
42,0.0020323567192844856,0.003260185781084461
43,0.001937031762519822,0.0038732989765933633
44,0.0018910123463666596,0.0028441290020436785
45,0.0017449017699168257,0.0018913556554320235
46,0.0018073382096851316,0.002193503924013104
47,0.0019368982154111414,0.005008006186718926
48,0.002156672107313201,0.0025003931835799673
49,0.0018556632322010733,0.002915230599795411
50,0.0017327767143675082,0.003423331357124779
51,0.0018003939212738783,0.0055192273202133765
52,0.002085367187567096,0.003691249869096978
53,0.0018188468265204099,0.0037982730097194882
54,0.0018267976236958276,0.00288773543074911
55,0.0018667968084713639,0.0025572621070975325
56,0.0018295511909408352,0.002356749967913385
57,0.0019028336584472176,0.002882765298479317
58,0.0017937136370975622,0.0030558085368003374
59,0.001982111150261547,0.0027054246819727583
60,0.0018869482563018747,0.002346739122632569
61,0.0017554795813076744,0.003949807022617739
62,0.0017331724763477514,0.006188630362121779
63,0.0018120416391891028,0.0033676219833899796
64,0.0018143508633097884,0.002222215420463019
65,0.0016391754723913126,0.003374980549891422
