epoch,loss,val_loss
0,0.03896244597402021,0.02951701238036972
1,0.017341223719388028,0.029176632388915918
2,0.011102109311928102,0.01111367252999789
3,0.009268378169598699,0.015717536772358907
4,0.008737471569107768,0.021205500036171856
5,0.008340902047716184,0.02602175139656214
6,0.007834351788160122,0.009285532796040994
7,0.00740429148652514,0.02272763751345138
8,0.007255917568452493,0.008148685553787302
9,0.006689840128581907,0.006685861450147956
10,0.006666524034352746,0.010343252279323666
11,0.006032441765037923,0.02121681537581225
12,0.005927431182660867,0.009092647113441809
13,0.005816593089319851,0.00897181605320577
14,0.005368326940006773,0.05808358824467414
15,0.004110461556438584,0.0034950835939675366
16,0.0037660491318235387,0.003700368095202091
17,0.003518839297491667,0.003258112073263587
18,0.0033385088213968655,0.004084953266412836
19,0.003285842260610625,0.0028615025636000075
20,0.0031851120682758424,0.003066728328520509
21,0.003130783062872481,0.002890485376342876
22,0.0030527909565340916,0.00318963601643041
23,0.0029934664342388907,0.0030200685667869163
24,0.0029622456325035713,0.003571931904258385
25,0.0029483793258169412,0.0029399378204475832
26,0.0028832792783572833,0.0028553446395998845
27,0.002877392026058682,0.002836987081187943
28,0.0028655475706941985,0.0078073561459473554
29,0.0028249277192050185,0.002771630272435101
30,0.002822283913705546,0.004771835470495567
31,0.0027664606931962054,0.0028310459528169403
32,0.0027355536490131197,0.0030865894585898885
33,0.00272825276157272,0.00259369365513733
34,0.002700025850232591,0.002802565644418642
35,0.002681837159849387,0.0023515065318636904
36,0.0026144782505100957,0.0025457255255226813
37,0.0026514225005367016,0.0031952432066533866
38,0.002627973276788208,0.0027052089157322905
39,0.00259972210803344,0.0030217610015725233
40,0.002684145271203753,0.003014272511043675
41,0.002570429217348043,0.0026752470429565705
42,0.002535615486403339,0.003084901616627937
43,0.0025401701392955885,0.0029346150376400207
44,0.002535808170226017,0.002522145377229644
45,0.002508943560798669,0.002686848646278608
46,0.0025086498576583137,0.002908786596117975
47,0.002469554178064986,0.0022833752174772426
48,0.00246653878773969,0.00240888650455729
49,0.002473528528996478,0.002893836647335899
50,0.0024530509091877364,0.0025012109999557677
51,0.0024301067236276617,0.0025797057673590234
52,0.002443691149315007,0.002317320514782906
53,0.0024406079277639425,0.0027692934453538427
54,0.0024073695660845155,0.002487232761891329
55,0.0024063877061467915,0.002537078902680325
56,0.0023606988076043255,0.0023754972538732196
57,0.0023874949304881913,0.002520111933261258
58,0.0023536737931216236,0.003422876386201545
59,0.0023725719939210323,0.0025330307903023413
60,0.0023533429286647675,0.0029861787716819817
61,0.0023454046337906564,0.002288392324746931
62,0.002344163499599266,0.0035087167204051494
63,0.002332871450046606,0.0025997299147603957
64,0.0023310919813218866,0.002295769063743112
65,0.0023317641514244104,0.0022668819308395765
66,0.0023084252696331754,0.0025939370046229393
67,0.0023222139478616234,0.0025642124484675896
68,0.002280994350488861,0.002570669515989721
69,0.0022906665221260865,0.0024338327603389137
70,0.0022725142535543878,0.002500308935900461
71,0.002262679788274871,0.0021408064648100775
72,0.0022775548245738087,0.0027464358000505768
73,0.002279535709717217,0.002174231354529931
74,0.002263040929152445,0.0024871695132875076
75,0.0022522541578104812,0.0022081667748726393
76,0.0022325955547965845,0.00259408119536477
77,0.002270720869459427,0.0022518181597673626
78,0.002230491341761821,0.002701793399428923
79,0.002229387716843082,0.0021927597588055755
80,0.0022621630519125283,0.0030639112746815057
81,0.002239002614864777,0.0022132544936165725
82,0.0022236888805542325,0.0023587156503384753
83,0.0022465599259737985,0.0024265968543796305
84,0.0022404650724521537,0.0023452432783103664
85,0.002209421221456566,0.005304335412403492
86,0.002209001334571237,0.0026439842138094955
87,0.002218089217940201,0.002475620683582423
88,0.00220765239286882,0.002293083551244121
89,0.0021990930338216448,0.002260871854298174
90,0.0021805573415799046,0.002952877496694508
91,0.0022022653473243708,0.0021066227505200427
92,0.002176374602619209,0.002450448096481037
93,0.002177603495991949,0.003585237219502307
94,0.002156257481263986,0.003539110450967126
95,0.002186095328780107,0.0023075258917468664
96,0.0021999873934418464,0.0023882306078831625
97,0.002146729376496531,0.0022146039680667117
98,0.0021718772563092286,0.0024886521684605476
99,0.002140471240098449,0.0024320481094684807
100,0.002176730908167557,0.0024692342315213627
101,0.002175873963768793,0.0021766720208887982
102,0.0021683250109917254,0.0023797149443042093
103,0.002121780485028967,0.002536852718873128
104,0.0021500835695838624,0.0026422391433511185
105,0.002138071062667577,0.002485190340387954
106,0.002149905332213374,0.002219082282900759
107,0.0021490927279803128,0.0027885808679594163
108,0.0021463796226357077,0.0022833799546240026
109,0.002141313865247795,0.0025123714147237677
110,0.002164522642926135,0.0027444457112211886
111,0.0020934872631271453,0.0022018282404743543
